公司代號,公司簡稱,產業排位,2026實力指標,族群細分類 - 規格與應用導向,關鍵技術 / 產能指標 / 報價變量
4952,凌通,,,消費型 IC / 語音處理 / 無線充電,8-bit/16-bit MCU、玩具/家電控制器、Qi2 無線充電標準
4956,光鋐,,,LED 磊晶 / 感測元件 / 紫外光,四元 LED 技術、UVC 殺菌應用、IR 紅外線感測規格
4958,臻鼎-KY,全球 PCB 產業絕對龍頭,全球市佔第一，PCB 營收規模全球最高，涵蓋所有高階軟板、載板排位。,PCB 龍頭 / 軟板 (FPC) / 載板 (MSAP),AI 手機主板 (HDI) 規格、ABF 載板良率、全球覆蓋率
4960,誠美材,,,偏光板製造 / 顯示材料 / 濾光,液晶偏光補償、大尺寸 TV 偏光膜、車載高耐溫材料
4961,天鈺,,,驅動 IC (DDI) / 電子紙控制 / 電源,電子標籤 (ESL) 控制 IC、PMIC 規格、大尺寸面板驅動
4967,十銓,,,記憶體模組 / 電競品牌 (T-FORCE),高頻 DDR5 規格、SSD 散熱專利、工規記憶體可靠度
4968,立積,,,射頻 IC (RFIC) / 前端模組 (FEM),Wi-Fi 7 高線性度功率放大器 (PA)、SW 開關損耗
4976,佳凌,,,光學鏡頭 (G+G) / 車載攝影 / 安控,玻璃研磨技術、自駕車 LiDAR 鏡頭、4K/8K 影像光學
4977,眾達-KY,全球光收發模組領導廠,400G/800G 光模組核心供應商，具備矽光子 CPO 領先排位。,光收發模組 / 資料中心 / 矽光子 (CPO),400G/800G 光模組、外部光源 (ELS) 封裝、共同封裝光學
4989,榮科,,,銅箔製造 / PCB 材料 / 電解銅箔,高頻高速板用低粗糙銅箔 (VLP)、VCP 鍍銅技術
4994,傳奇,,,遊戲研發 / 數位內容 / 品牌 IP,經典 IP 轉手遊、AI 自動化內容生成、海外授權金收入
4999,鑫禾,,,筆電轉軸 (Hinge) / 摺疊機構 / MIM,高壽命扭力轉軸、MIM (金屬粉末射出) 精度、摺疊機滲透率
5007,三星,全球最大鋼鐵螺帽生產商,全球市佔第一，台灣螺帽外銷產能與技術排位最高。,鋼鐵螺帽 / 車用扣件 / 航太,全球最大螺帽廠、球化退火技術、車用規格認證 (TS16949)
5203,訊連,全球多媒體影音軟體與 AI 人臉辨識領導廠,威力導演 為全球主要軟體，AI 人臉辨識 (FaceMe) 全球排名領先。,多媒體軟體 / AI 臉部辨識 / 雲端服務,FaceMe AI 引擎、威力導演訂閱數、生成式 AI 影像技術
5215,科嘉-KY,,,薄膜觸控開關 (MTS) / 鍵盤組件,銀漿印刷技術、發光鍵盤 MTS 規格、Apple 供應鏈佔比
5222,全訊,,,砷化鎵 (GaAs) / 國防與衛星 / PA,高功率放大器 (PA) 規格、國防機載/陸基雷達、低軌衛星
5225,東科-KY,,,影音揚聲器 / Soundbar / 藍牙音訊,全球最大 Soundbar 代工、音響系統整合、高保真 (Hi-Fi) 規格
5234,達興材料,台灣半導體與顯示材料龍頭級,先進封裝 (CoWoS) 用關鍵化學材料、PI 材料台灣排位領先。,顯示器特化 / 半導體封裝材料 / 研發,先進封裝 (CoWoS) 用光阻/剝離層、面板配向膜、PSPI 規格
5243,乙盛-KY,,,精密模具 / 車用機構件 / 伺服器殼,特斯拉 (Tesla) 車體組件、大型沖壓設備、低軌衛星機構件
5244,弘凱,,,LED 封裝 / 感測與驅動 / 車載,iC-LED 技術、車內氛圍燈模組、感測封裝應用
5258,虹堡,全球前五大電子支付終端機 (POS) 廠,全球金融支付終端機排位極前，掌握歐美自助支付系統市場。,電子支付終端 (POS) / 自動販賣機 / 金融,Android POS 規格、PCI/EMV 認證、全球金流整合服務
5269,祥碩,全球 USB 控制 IC 龍頭,高速傳輸介面技術全球前二，超微 (AMD) 晶片組唯一核心合作夥伴。,高速傳輸 IC / USB 4 / PCIe 控制,USB 4 認證進度、主機板晶片組 (AMD 合作)、物理層 (PHY) IP
5283,禾聯碩,,,家電品牌 (HERAN) / 智慧空調 / 顯示器,變頻冷氣規格、R32 冷媒應用、全台家電通路覆蓋率
5284,jpp-KY,亞洲航太與通訊精密機構件領導廠,經緯航太設備核心供應商，空客 (Airbus) 關鍵組件排位領先。,航太精密鈑金 / 數位金融櫃 / 網通機櫃,Airbus 認證供應鏈、高精度焊接與塗裝、泰國生產基地
5285,界霖,,,功率導線架 / 車用與工控 / 異型材,功率模組 (PIM) 封裝規格、碳化矽 (SiC) 模組導線架
5288,豐祥-KY,,,機車零件 / 醫療器械 / 汽車懸吊,重型機車機構件、醫療病床組件、越南外銷市場產能
5292,華懋,台灣半導體 VOCs 揮發性處理設備龍頭,台積電高階廠房環境工程核心供應商，市佔全台第一。,半導體環保設備 / 揮發性有機物 (VOCs),轉輪 (Rotor) 濃縮焚化系統、先進製程廢氣處理、廠務認列
5306,桂盟,全球自行車鏈條絕對龍頭,全球市佔超過 80%，全球最大鏈條生產商，排位無可撼動。,自行車鏈條 / 機車零件 / 傳動系統,全球最大鏈條市佔、高階 12 速鏈條、E-Bike 專用鏈條
5388,中磊,全球電信終端設備 (CPE) 領導廠,小型基地台與光纖寬頻設備全球排位領先。,網通設備 / 5G 小基站 / 寬頻存取,Wi-Fi 7/10G PON 規格、電信直供模式、分散式生產基地
5434,崇越,台灣半導體前段材料代理龍頭,信越化學光阻液、矽晶圓全台最大代理，半導體供應鏈排位第一。,半導體材料代理 / 光阻液 / 矽晶圓,信越化學代理 (光阻/晶圓)、環保工程案場、大健康產業
5469,瀚宇博,,,PCB 製造 / 筆電板 / 伺服器板,高階多層板 (MLB) 產能、伺服器板層數、精誠體系整合
5471,松翰,,,微控制器 (MCU) / 影像處理 / 多媒體 IC,8-bit/32-bit MCU、USB 攝像頭控制、教育電子語音技術
5484,慧友,,,安全監控 / 車載影像 / AI 運算節點,邊緣運算 (Edge AI) 監控、NVIDIA 合作夥伴、工業影像方案
5515,建國,,,營造工程 / 預拌混凝土 / 資產管理,公共工程統包、混凝土配方、都更案開發進度
5519,隆大,,,營建開發 / 營造工程 / 高雄造鎮,南台灣案場入帳、營造成本管理、公共工程承攬
5521,工信,,,公共工程營造 / 隧道與橋樑 / BOT,捷運工程/隧道工程技術、政府採購案件量、完工比例法
5522,遠雄,台灣大巨蛋開發與土地開發龍頭,台灣商辦與大型複合式開發案指標企業。,營建開發 / 廠辦與商用 / 大巨蛋,重大建案完工入帳 (汐止/中和)、廠辦開發龍頭、資產價值
5525,順天,,,營建開發 / 台中造鎮 / 房地產,台中十四期/七期建案、完工入帳進度、營造毛利率
5531,鄉林,,,營建開發 / 涵碧樓品牌 / 兩岸房產,中國成都/南京案場、台灣精華區都更、品牌溢價能力
5533,皇鼎,,,營建開發 / 飯店經營 (富信) / 廠辦,工商廠辦開發、商旅住房率、資產活化收益
5534,長虹,,,營建開發 / 廠辦龍頭 / 住宅造鎮,2026 年預計完工案量 (450億)、商辦出租投報率、雙北都更案
5538,東明-KY,全球不鏽鋼緊固件領導廠,亞洲最大不鏽鋼螺絲螺帽商，通路排位領先。,不鏽鋼緊固件 / 螺絲螺帽 / 通路,亞洲最大不鏽鋼緊固件、鎳價連動性、中國內需通路
5546,永固-KY,,,預拌混凝土 / 水泥製品 / 重慶市場,混凝土等級規格、重慶基建需求、原物料採購成本
5607,遠雄港,,,航空貨運園區 / 自由貿易港區 / 倉儲,桃園機場冷鏈倉儲、電商物流吞吐量、二期園區出租率
5608,四維航,,,散裝航運 / 中小型船 (Handysize) / 觀光,BSI/BHSI 指數連動、穀物/煤炭運輸、綠島飯店資產
5706,鳳凰,,,旅遊服務 / 出境旅遊 / 郵輪代理,團費毛利、航空位分配能力、高端旅遊行程市佔
5871,中租-KY,台灣租賃業龍頭 / 太陽能廠排位第,台灣最大租賃集團，同時為全台擁有最多太陽能電廠的企業。,租賃金融 / 能源開發 / 中小企業融資,延滯率 (Delinquency)、東協市場成長、太陽能案場收益
5876,上海商銀,,,商業銀行 / 兩岸三地金融 / 財富管理,淨利差 (NIM)、海外分支獲利、數位銀行轉型進度
5880,合庫金,,,金融控股 / 官股銀行 / 房貸與中小企,放款結構、逾放比、旗下合庫銀之利息與手續費收入
5906,台南-KY,,,品牌零售 / 成衣貿易 / 流行服飾,代理品牌 (如 Tony Wear) 庫存管理、中國市場店效、周轉率
5907,大洋-KY,,,百貨零售 / 中國市場 / 百貨經營,中國二三線城市百貨、店鋪轉型電商、零售坪效
6005,群益證,,,證券經紀 / 期貨 / 投資銀行 (IB),市場成交量連動、經紀市佔率、自營部操作績效
6024,群益期,,,期貨經紀 / 衍生性商品 / 海外期貨,交易手續費收入、保證金利息、國內外期貨市佔
6108,競國,,,PCB 製造 / 記憶體模組板 / 車用,泰國廠產能、封裝載板規格、LED 散熱基板
6112,邁達特,,,系統整合 (SI) / 雲端代理 / AI 服務,代理 Cisco/Dell/VMware、雲端架構諮詢、AI 應用解決方案
6115,鎰勝,,,電源線束 / 插頭連接器 / 3C 配件,高電流傳輸規格、銅價避險能力、全球電源線龍頭
6116,彩晶,,,面板製造 (TFT-LCD) / 中小尺寸 / 車載,5.3 代線產能、工控顯示器規格、穿戴裝置面板
6117,迎廣,,,機殼製造 / AI 伺服器機櫃 / 水冷散熱,伺服器機箱規格、液冷系統機櫃組裝、電競品牌
6120,達運,,,背光模組 / 精密金屬掩膜 (FMM) / 導光,OLED FMM 技術、面板模組代工、車載顯示整合
6128,上福,,,碳粉匣組件 / 感光鼓齒輪 / 飯店資產,事務機器耗材規格、模具開發技術、台中港飯店投資
6133,金橋,,,連接線材 / 高頻傳輸 / 醫療與通訊,RF 同軸線規格、醫療影像線束、通訊基地台線材
6136,富爾特,,,電子零組件代理 / 數位娛樂 / 通路,代理產品線週轉率、大眾電信債權後續、數位通路
6139,亞翔,全球半導體與面板潔淨室工程龍頭級,具備全球大型廠房快速施工排位，中國與台灣高階潔淨室前二。,無塵室工程 / 半導體廠務 / 工程統包,聯電/台積電海外建廠工程、機電系統認列、在建工程量
6141,柏承,,,PCB 製造 / HDI 板 / 半導體測試板,高階 HDI 技術、測試載板規格、中國與台灣產能配置
6142,友勁,,,網通設備 / 無線路由器 / 交換器,Wi-Fi 7 技術、企業級網通組裝、越南廠生產效率
6152,百一,,,衛星通訊 / LNB 降頻器 / 數位機上盒,低軌衛星射頻組件、降頻放大技術、電信寬頻設備
6153,嘉聯益,,,軟性電路板 (FPC) / LCP / 5G 高頻,液晶高分子 (LCP) 基材、天線模組規格、Apple 供應鏈
6155,鈞寶,,,被動元件 / 電磁干擾 (EMI) / 鐵粉芯,磁性材料配方、繞線電感技術、車用電子防護規格
6164,華興,,,LED 封裝 / 低溫照明 / 低溫元件,商業冷凍照明規格、低溫環境導光、UVC 殺菌應用
6165,浪凡,,,數位雲端 / 直播平台 / 社交電商,浪 LIVE 營運、主播經濟經紀、雲端串流頻寬成本
6166,凌華,,,工業電腦 (IPC) / 邊緣 AI / 自動化,邊緣運算伺服器、DDS 通訊協定、自駕車運算平台
6168,宏齊,,,LED 封裝 / Mini LED / 紅外線,四元 LED 產能、車用顯示背光、不可見光感測應用
6176,瑞儀,全球背光模組龍頭,iPad 與 MacBook 背光模組核心供應商，技術排位全球第一。,背光模組 / 導光板 / 顯示器組件,超薄導光技術、平板與筆電背光市佔、自動化組裝
6177,達麗,,,營建開發 / 重劃區造鎮 / 北美房產,全台大型重劃區案場、西雅圖房產投資、入帳週期
6183,關貿,台灣電子通訊與通關服務龍頭,承攬國家級通關、報稅與電子化服務，排位絕對壟斷。,加值網路服務 / 通關自動化 / 資安,報關系統壟斷力、電子發票平台、政府標案穩定性
6184,大豐電,,,有線電視 / 寬頻上網 / 光纖網路,數位電視滲透率、光纖到戶 (FTTH) 頻寬、用戶 ARPU
6189,豐藝,,,電子通路 / 面板代理 / 整合方案,代理友達/聯詠、工控顯示面板解決方案、技術加值
6191,精成科,,,PCB 製造 / PCBA 組裝 / 車用板,瀚宇博體系、NB 板全球市佔、車用電子 SMT 產能
6192,巨路,,,工業儀表 / 程控系統 (Emerson) / 維護,石化/半導體程控工程、控制閥精密維修、系統整合服務
6196,帆宣,全球半導體廠務與 ASML 代工領先者,ASML 極紫外光 (EUV) 模組核心代工商，先進製程設備。,半導體設備 / 廠務工程 / 極紫外光,ASML 供應鏈代工、自動化供應系統、半導體廠務案量
6197,佳必琪,全球 AI 伺服器高壓連接器領先者,Nvidia 高階顯卡與伺服器電源連接器核心供應商。,連接器與線束 / 高速傳輸 / AI 伺服器,400G/800G 高速線、散熱方案整合、資料中心客戶群
6201,亞弘電,,,電子代工 (EMS) / 音訊設備 / 家電,專業黑膠唱盤代工、小家電 ODM、菲律賓生產基地
6202,盛群,,,微控制器 (MCU) / 觸控 IC / 醫療電子,8-bit/32-bit MCU 規格、低功耗技術、指紋辨識方案
6205,詮欣,,,連接器 / 車載連接 / 高速傳輸,自動駕駛系統線束、車用鏡頭連接器、工業 4.0 應用
6206,飛捷,,,工業電腦 (IPC) / POS 系統 / 醫療,餐廳與零售 POS 規格、觸控電腦 (PPC) 模組、自有品牌
6209,今國光,,,光學鏡頭 / 玻璃研磨 / 車載與 IoT,玻璃/塑膠混合 (G+P) 技術、物聯網攝影機、車用與遊戲機鏡頭
6213,聯茂,全球高頻高速 CCL 前三,M6/M7/M8 規格 (Q級布應用)。主要供貨給通用伺服器與車用電子,銅箔基板 (CCL) / 高頻高速板 / AI,Low Loss/Ultra Low Loss 材料、伺服器主板規格。
6214,精誠,台灣資訊服務 (SI) 龍頭,台灣最大系統整合商，在金融與企業端軟體服務排位第一。,資訊服務 (SI) / 數位轉型 / 雲端資安,集團 31 家子公司綜效、AI 軟體整合、企業級系統架構
6215,和椿,,,自動化設備 / 點膠技術 / 精密傳動,半導體點膠系統 (Dispensing)、線性傳動組件、自動化控制器
6216,居易,,,網通設備 / DrayTek 品牌 / VPN,中小企業邊緣路由器、多 WAN 備援、資安防火牆技術
6224,聚鼎,,,被動元件 / PPTC (熱敏電阻) / 散熱,鋰電池保護組件、高散熱金屬基板 (TCP)、車用規格
6225,天瀚,,,多媒體影像 / 行車紀錄器 / 微投影,影像編碼技術、物聯網監控設備、消費性光電規格
6226,光鼎,,,LED 封裝 / 顯示模組 / 感測,點矩陣顯示器、不可見光應用、中國連雲港廠產能
6230,尼得科超眾,全球散熱模組領導廠 / 亞洲前三,母公司 Nidec 支援，具備液冷冷卻板與熱導管全球領先排位。,散熱模組 / 液冷技術 / 均熱板 (VC),3D-VC 散熱效率、伺服器 Cold Plate、Nidec 馬達冷卻整合
6235,華孚,,,鎂鋁合金壓鑄 / 車用結構件 / 輕量化,半固態壓鑄 (Thixomolding)、車載大螢幕支架、減重效率
6239,力成,全球記憶體封測龍頭,全球第一大記憶體封測廠，掌握 HBM 與先進堆疊封裝技術。,記憶體封測 / HBM 堆疊 / TSV,矽穿孔技術 (TSV)、晶圓級封裝、AI 伺服器記憶體規格
6243,迅杰,,,IC 設計 / 嵌入式控制器 (EC) / 快充,筆電啟動與電源管理、USB-PD 協議、觸控感測 IC
6257,矽格,,,IC 測試 / 射頻 (RF) 測試 / 手機 IC,5G 毫米波測試技術、系統級測試 (SLT)、測試機台利用率
6269,台郡,全球 FPC 軟板前三 (含 LCP/MPI 材料),LCP (液晶聚合物) 規格。針對高頻傳輸之軟板材料，排位全球領先。,軟性電路板 (FPC) / 高頻 LCP / 傳輸,高頻低損耗技術、多層軟板結構、Apple 天線模組
6271,同欣電,全球 CMOS 影像感測器 (CIS) 封裝龍頭,全球最大 CIS 專業陶瓷基板與封裝廠，車用影像排位第一。,陶瓷基板 / CMOS 封裝 (RW) / 航太,LED 散熱基板、車載影像感測器封裝、低軌衛星組件
6272,驊陞,,,連接器 / 車用線束 / 無線通訊,高速傳輸 FAKRA 規格、車載資通訊組件、智慧天線
6277,宏正,,,KVM 多電腦切換器 / 專業影音 / 遠端管理,Over-IP 控制技術、4K/8K 矩陣切換、資料中心控管中心
6278,台表科,全球 SMT 表面貼裝龍頭,全球最大 SMT 代工廠，在 Mini LED 轉移與伺服器主板貼裝排位第一。,SMT 打件 / 打線 (Bonding) / Mini LED,巨量轉移技術、面板背光打件良率、全球 SMT 線數
6281,全國電,,,家電通路 / 智慧家居 / 維修服務,全台門市坪效、數位家電銷售佔比、季節性空調需求
6282,康舒,,,電源供應器 / 伺服器電源 / 車載,高瓦數電源轉換 (80 Plus)、合併 ABB 電源部門綜效
6283,淳安,,,車載影像模組 / 車用連接 / 鏡頭,ADAS 鏡頭封裝、車用機構件、敏實集團資源整合
6285,啟碁,全球車載與衛星通訊設備龍頭級,台灣最大網通廠，SpaceX 核心供應商，車聯網模組排位亞洲第一。,網通設備 / 車用通訊 (V2X) / 低軌衛星,天線陣列設計、5G CPE 規格、SpaceX 地面站代工
6405,悅城,,,光電玻璃加工 / 薄化 / 拋光,液晶面板玻璃薄化技術、光學鍍膜、LTPS 加工
6409,旭隼,全球 UPS (不斷電系統) ODM 龍頭,全球市佔第一，全球每三台 UPS 就有一台由其生產。,UPS 代工 / 太陽能逆變器 (PV Inverter),DDM (設計製造服務) 模式、高效能電源轉換、全球市佔
6412,群電,全球筆電與雲端電源前三,筆電電源供應器市佔率全球領先，AI 伺服器電源。,電源供應器 / NB 電源 / LED 照明,氮化鎵 (GaN) 適配器、AI 伺服器電源規格、馬達驅動
6414,樺漢,全球工業電腦 (IPC) 龍頭級,鴻海集團成員，透過併購與整合成為全球規模最大的 IPC 廠商。,工業電腦 (IPC) / 系統整合 / 邊緣運算,鴻海集團資源、ESaaS 平台、Kontron/S&T 歐洲營收
6415,矽力*-KY,亞洲類比 IC (電源管理) 龍頭,亞洲最具規模的 PMIC 設計廠，在伺服器 Gen-4 規格排位極前。,電源管理 IC (PMIC) / 類比 IC / 節能,多相供電技術、BCD 製程、伺服器與車用電源協議
6416,瑞祺電通,,,網路安全硬體 / SD-WAN / 邊緣網關,硬體加速卡規格、多核架構 (Multi-core) 效能、防火牆代工
6426,統新,,,光學濾波器 / 密集波分複用 (DWDM),薄膜濺鍍技術、5G 前傳光纖組件、雲端中心傳輸規格
6431,光麗-KY,,,保養品代工 (ODM) / 化妝品 / 生技,護膚品配方研發、中國電商市場、潔淨室生產規格
6438,迅得,台灣半導體自動化搬運設備龍頭,台積電核心夥伴，掌握晶圓倉儲與自動化搬運 (AMHS) 關鍵排位。,自動化設備 / 搬運系統 / 半導體,晶圓搬運機器人 (AMR)、PCB/載板自動化、CoWoS 廠務
6442,光聖,全球光通訊濾鏡與連接器領導廠,高階光收發模組核心組件，在資料中心 800G 升級中排位極前。,光通訊組件 / 光收發模組 / 連接器,800G AOC 規格、光纖耦合技術、資料中心客戶滲透
6443,元晶,,,太陽能電池與模組 / TOPCon / EPC,M10/G12 大尺寸技術、電池轉換效率、案場開發規模
6446,藥華藥,全球罕見血癌藥物領導廠,擁有全球唯一獲美歐核准之長效干擾素，罕病藥物研發排位 S 級。,新藥開發 / 罕見疾病 / 血液增生,Besremi 國際銷售、FDA 認證進度、干擾素技術平台
6449,鈺邦,,,被動元件 / 固態電容 / 高分子電容,導電性高分子技術、伺服器電源規格、車用 V-chip
6451,訊芯-KY,全球 CPO 矽光子封裝領導廠,鴻海體系封測廠，掌握 800G 以上 CPO 封裝關鍵排位。,半導體封裝 / 光收發模組 (SiPh) / SiP,CPO 封裝技術、800G 高速傳輸封裝、鴻海體系整合
6456,GIS-KY,,,觸控模組 / 超音波指紋 / 車載貼合,巨型曲面貼合 (MegaSite)、屏下指紋辨識、iPad 供應鏈
6464,台數科,,,有線電視 (MSO) / 寬頻上網 / 光纖網路,數位電視滲透率、中南部市佔、光纖到戶 (FTTH) 覆蓋率
6472,保瑞,台灣 CDMO (委託開發製造) 藥廠龍頭,台灣規模最大、最具跨國收購實力的生技代工龍頭。,生技 CDMO / 藥品委託研發 / 藥物代理,全球工廠整合 (安成等)、口服與眼藥劑型、CDMO 產能
6477,安集,,,太陽能模組 / 系統工程 / 3D 金屬列印,電廠回售收益、模組自用比例、金屬積層製造規格
6491,晶碩,全球隱形眼鏡 ODM 領導廠,具備高階光學設計與自動化生產，亞洲隱形眼鏡排位極前。,隱形眼鏡 (ODM) / 矽水膠 / 彩妝片,產線自動化程度、含水量規格、矽水膠 (SiHy) 滲透率
6504,南六,,,不織布 / 醫療耗材 / 衛材面料,熱風/水針技術、口罩與濕紙巾產能、機能性不織布
6505,台塑化,全球前十大煉油廠 / 台灣龍頭,台灣唯一民營煉油廠，基礎化學與能源供應排位絕對領先。,煉油 / 石化基礎原料 / 能源服務,汽柴油裂解價差 (Crack Spread)、乙烯產能、原油庫存
6515,穎崴,全球半導體測試座 (Socket) 前三,AI 晶片測試座技術全球領先，Nvidia/AMD 核心測試夥伴。,半導體測試介面 / 探針卡 / 測試座,高階 AI 晶片測試 (CoWoS)、垂直探針卡 (VPC) 精度
6525,捷敏-KY,,,功率半導體封測 / MOSFET / SiC,功率模組封裝、碳化矽/氮化鎵封裝、車用電源管理
6526,達發,,,IC 設計 / 無線通訊 / 固網寬頻,藍牙音訊 SoC、10G PON 規格、聯發科集團體系
6531,愛普*,全球虛擬記憶體 (VRAM) 技術領導廠,掌握 3D 堆疊封裝之 WoW (Wafer-on-Wafer) 關鍵技術排位。,IC 設計 / 記憶體介面 / 3D 封裝 (VHM),異質整合記憶體、AI 加速器介面、VHM 專利授權
6533,晶心科,全球 RISC-V 架構 IP 領導廠,全球前三大 RISC-V 供應商，在 AI 邊緣運算指令集排位極高。,RISC-V 處理器 IP / 嵌入式系統 / AI,RISC-V 向量指令集 (Vector)、授權金 (Royalty) 成長
6534,正瀚-創,,,農業生技 / 植物生長調節劑 / 肥料,高效率肥效技術、專利配方數量、氣候變遷與產量提升
6541,泰福-KY,,,生物相似藥 / 抗體藥物 / 生技,生物反應器規模、FDA 藥證申請、生物相似藥市佔
6550,北極星藥業-KY,,,新藥研發 / 代謝療法 / 癌症治療,ADI-PEG 20 臨床進度、三期數據公佈、CDMO 產線規模
6552,易華電,,,捲帶式覆晶薄膜 (COF) / 半導體封裝,雙面 COF 技術、驅動 IC 載板規格、面板解析度連動
6558,興能高,,,小型鋰電池 / 穿戴裝置電池 / 固態,扣式電池 (Button Cell) 技術、無線耳機續航、能量密度
6573,虹揚-KY,,,二極體 / 整流橋 / 太陽能旁路二極體,封裝技術、車用整流器規格、電源轉換效率
6579,研揚,,,工業電腦 (IPC) / 邊緣 AI / 嵌入式,NVIDIA Jetson 模組整合、智慧城市方案、華碩體系
6581,鋼聯,,,資源回收 / 氧化鋅 / 電弧爐集塵灰,鋅提純純度、有害廢棄物處理費、國際鋅價連動
6582,申豐,,,NBR 乳膠 / 醫療手套原料 / 合成乳膠,高克重手套規格、化學配方穩定性、疫情後庫存回補
6585,鼎基,,,TPU 材料 / 高機能薄膜 / 車載與醫療,塗漆保護膜 (PPF) 規格、微創手術材料、高性能彈性體
6589,台康生技,,,生技 CDMO / 生物相似藥 / 抗體,蛋白質藥物生產規模、EG12014 藥證進度、代工產能利用率
6591,動力-KY,,,電競散熱 / 散熱風扇 / 車載,電競顯卡風扇技術、高效能散熱軸承、AI PC 散熱組件
6592,和潤企業,,,汽車融資 / 租賃金融 / 能源轉型,延滯率 (Delinquency Rate)、充電樁佈局 (和潤電能)、利差
6598,ABC-KY,,,瑞磁生技 / 體外診斷 (IVD) / 數位條碼,BMB (數位生物條碼) 技術、17-20 項多元檢測試劑、美國 FDA 認證
6605,帝寶,全球汽車 AM 車燈龍頭,全球市佔第一，售後市場車燈規格與模具開發排位最高。,汽車車燈 / AM 件 / LED 導光,模具自動化開發、LED 矩陣式頭燈、北美 AM 市場滲透率
6606,建德工業,,,精密磨床 / 工具機 / 自動化加工,平面磨床精度、AI 自動化補償技術、全球經銷網絡佈局
6614,資拓宏宇,,,資服 SI / 政府專案 / 雲端整合,大型系統架構開發、金融與醫療資訊化、海外 SI 擴張
6625,必應,,,展演製作 / 舞台工程 / 數位內容,演唱會視覺與音響技術、IP 營運能力、場地經營與管理
6641,基士德-KY,,,環保設備 / 水處理 / 智慧監測,污水處理設備效率、IoT 智慧供水系統、中國環保政策
6645,金萬林-創,,,精準醫療 / 基因檢測 / 創新板,次世代定序 (NGS) 技術、LDTs 實驗室認證、癌症篩檢
6655,科定,,,環保建材 / 塗裝木板 / 手感面料,鋼刷技術、零甲醛環保漆、中國與東協室內設計市場
6657,華安,,,新藥開發 / 傷口癒合 / 能量胜?,FAP 平台技術、糖尿病足潰瘍臨床、授權金預期
6658,聯策,,,PCB 設備 / AOI 檢測 / 視覺自動化,高階 PCB 自動化影像技術、AI 瑕疵辨識、半導體設備拓展
6666,羅麗芬-KY,,,美容保養品 / 通路經營 / 雙美模式,面部護理產品、中國加盟店與直營店效、醫美加生技護理整合
6668,中揚光,,,光學模組 / 精密模組加工 / 手機鏡頭,模具模仁超精密加工、鏡片成型與鍍膜、車載及手機鏡頭規格
6669,緯穎,全球雲端資料中心伺服器龍頭,全球前二大 CSP 伺服器供應商，專注 Meta/微軟，AI 伺服器排位 S 級。,AI 伺服器 / 資料中心 / 超大型 (Hyperscale),L10/L11 組裝能量、浸沒式液冷 (Immersion Cooling) 技術
6670,復盛應用,全球高爾夫球頭代工絕對龍頭,全球市佔第一 (>40%)，掌握全球頂級球具排位。,高爾夫球頭 / 精密鑄造 / 航太,鈦合金真空鑄造、高反彈係數技術、航太發動機零組件
6671,三能-KY,,,烘焙器具 / 商用廚具 / 不沾塗層,模具材料技術、全亞洲烘焙通路、自動化生產效率
6672,騰輝電子-KY,全球軍工與特殊 CCL 龍頭,高耐熱/金屬基板全球市佔極前，軍工、航太特殊布規格排位第一。,銅箔基板 (CCL) / 特殊基板 / 航太與軍工,散熱金屬基板 (全球車燈市佔高)、VT-901 聚醯亞胺材料、低損耗材料
6674,鋐寶科技,,,網通設備 / 纜線數據機 (Cable Modem),仁寶集團體系、DOCSIS 3.1/4.0 規格、歐洲與北美電信標案
6689,伊雲谷,亞洲最大雲端服務代理商 (AWS),亞馬遜雲端服務 (AWS) 亞洲排位最高之合作夥伴。,雲端 MSP 服務 / AWS 代理 / 數位轉型,雲端搬遷與代管服務、AI & Data 加值應用、海外（東協）拓展開發
6691,洋基工程,台灣半導體高階無塵室工程前二,僅次於漢唐，為台積電與聯發科高階廠房與實驗室核心夥伴。,機電整合 / 無塵室工程 / 半導體廠務,半導體與面板廠 EPC、恆溫恆濕控制精度、在建工程量
6695,芯鼎,,,影像處理 IC / ISP 晶片 / 車載與安防,影像訊號處理 (ISP) 演算法、行車紀錄器與智慧家居、AI 視覺邊緣運算
6698,旭暉應材,,,精密金屬遮罩 (FMM) / OLED 耗材 / 散熱,OLED 蒸鍍製程、精密洗淨與再生處理、微波/半導體零件加工
6706,惠特,,,LED 測試設備 / 雷射加工 / 點測機,點測與分選機市佔、Micro LED 巨量測試技術、VCSEL
6715,嘉基,全球高階雷電 (Thunderbolt) 線束龍頭,全球少數獲 Intel 認證之高階高速傳輸線龍頭。,高速連接線束 / Thunderbolt / 光通訊,高速訊號完整性、Thunderbolt 4/5 規格、主動式光纜 (AOC)
6719,力智,,,電源管理 IC (PMIC) / MOSFET / 節能,高壓整合技術 (SPS)、AI 伺服器多相電源、華碩體系
6722,輝創,,,車用電子 / ADAS / 自動停車輔助,超音波感測器、毫米波雷達 (77/79GHz)、車載影像演算法
6742,澤米,,,光學鍍膜 / 半導體光學 / 濾光片,晶圓級鍍膜 (WLO)、AR/VR 衍射光學元件、窄頻帶濾光規格
6743,安普新,,,耳機代工 (ODM) / 聲學組件 / 越南產能,主動降噪 (ANC) 演算法、防水等級 (IPX8)、矽膠耳罩工藝
